Year,Quarter,Segment,Region,Subscribers,Revenue_QR_Mn,ARPU_QR,Data_Usage_GB,Voice_Minutes_Mn,Customer_Satisfaction_Index,Churn_Rate_Pct,Complaints_Resolved_Pct,New_Activations,Deactivations,Avg_Resolution_Time_Hours,eSIM_Activations,Recharge_Transactions_Thousand,Retail_Store_Visits_Thousand,Digital_Sales_Pct,Network_Availability_Pct
2022,Q2,Devices,Doha,218098,303.3,121.45,498.76,116.72,79.24,3.48,95.25,33021,7595,4.77,6142,546,187,69.87,99.9429
2022,Q2,Devices,Al Rayyan,196328,285.31,111.86,487.08,123.59,85.26,2.1,98.66,42345,7703,3.14,4434,576,176,65.78,99.9455
2022,Q2,Devices,Al Wakrah,225069,278.59,107.98,420.31,114.66,85.69,3.29,96.5,35372,6511,3.85,6122,467,178,64.56,99.9496
2022,Q2,Devices,Umm Salal,192159,288.66,113.36,451.77,139.42,82.31,1.88,95.04,26475,10391,4.94,4337,690,244,55.42,99.9667
2022,Q2,Devices,Al Khor,199382,319.06,115.77,491.78,129.09,76.77,2.45,96.25,25017,6488,4.38,4120,723,278,49.07,99.9319
2022,Q3,Mobile Prepaid,Doha,186090,339.12,111.03,495.27,123.02,74.67,2.24,97.77,22399,8630,5.31,5243,613,241,79.61,99.9201
2022,Q3,Mobile Prepaid,Al Rayyan,203704,271.79,110.66,501.74,128.36,87.26,2.82,97.84,23309,9941,4.78,5288,547,261,61.85,99.9297
2022,Q3,Mobile Prepaid,Al Wakrah,212492,279.05,113.12,484.02,128.64,79.68,2.33,96.37,33555,10491,4.79,4487,681,166,45.97,99.969
2022,Q3,Mobile Prepaid,Umm Salal,210871,322.73,100.31,506.41,111.15,70.06,2.17,98.8,33829,10397,6.3,6434,725,276,39.38,99.9499
2022,Q3,Mobile Prepaid,Al Khor,195694,279.42,110.65,497.37,129.35,84.82,1.68,95.55,30175,7453,5.9,5989,568,194,57.01,99.9441
2022,Q3,Mobile Postpaid,Doha,194211,292.13,109.66,522.86,135.88,87.25,2.63,97.24,26177,10026,5.74,5111,484,174,70.73,99.9862
2022,Q3,Mobile Postpaid,Al Rayyan,194452,301.8,107.68,483.54,118.7,67.84,2.34,99.36,26239,9744,4.63,4399,504,142,60.75,99.9582
2022,Q3,Mobile Postpaid,Al Wakrah,204540,296.6,105.87,458.84,120.46,82.0,2.35,95.5,19647,10922,5.53,4386,861,88,54.87,99.9414
2022,Q3,Mobile Postpaid,Umm Salal,212091,292.07,97.63,503.56,129.52,76.14,2.59,93.41,26202,11524,3.79,4949,515,209,59.75,99.948
2022,Q3,Mobile Postpaid,Al Khor,201573,275.3,113.01,534.29,114.34,82.44,1.87,97.93,22877,9215,4.59,4492,495,141,85.32,99.9823
2022,Q3,Fixed Broadband,Doha,213284,308.27,103.92,458.31,138.72,81.92,2.55,96.32,29358,6794,5.25,6570,606,155,55.37,99.9578
2022,Q3,Fixed Broadband,Al Rayyan,186965,276.33,105.17,513.45,122.95,87.21,2.06,96.87,39921,8153,4.82,5682,633,162,46.63,99.9496
2022,Q3,Fixed Broadband,Al Wakrah,195609,289.69,106.87,457.3,126.03,83.68,2.08,97.22,21146,10371,3.91,4005,493,172,61.16,99.9446
2022,Q3,Fixed Broadband,Umm Salal,185212,250.34,107.55,466.9,125.81,66.33,2.47,97.25,30657,9009,6.3,5830,478,224,81.99,99.9635
2022,Q3,Fixed Broadband,Al Khor,203883,270.77,114.74,500.4,125.38,87.71,2.14,99.71,31611,6951,5.75,4010,490,180,69.51,99.9678
2022,Q3,Managed Services,Doha,214695,300.43,110.93,502.31,112.62,71.85,2.81,92.9,30412,10528,3.65,4413,463,159,72.08,99.9618
2022,Q3,Managed Services,Al Rayyan,203100,301.42,102.16,487.58,117.09,82.53,2.89,95.2,24728,9148,5.99,5144,461,216,64.88,99.9128
2022,Q3,Managed Services,Al Wakrah,189097,263.4,108.57,490.22,134.66,82.73,2.53,98.68,34840,10540,5.16,4341,708,236,58.72,99.9329
2022,Q3,Managed Services,Umm Salal,212036,334.61,113.88,509.02,114.58,80.95,2.34,98.64,28668,10385,4.91,5094,514,235,52.83,99.9601
2022,Q3,Managed Services,Al Khor,177264,312.69,111.38,485.34,135.16,90.84,2.51,96.21,27348,12582,3.61,3866,819,157,52.87,99.9191
2022,Q3,IoT,Doha,199277,289.94,105.08,512.32,121.48,83.99,1.65,96.43,23348,8715,6.72,5483,562,229,55.46,99.9623
2022,Q3,IoT,Al Rayyan,208060,276.76,103.54,464.51,126.55,90.42,2.45,96.26,25430,10959,5.68,5469,608,227,46.11,99.9415
2022,Q3,IoT,Al Wakrah,207976,322.11,111.16,487.29,132.54,76.64,2.75,97.67,16829,8336,4.77,5905,526,210,62.55,99.938
2022,Q3,IoT,Umm Salal,203722,289.17,108.0,479.99,119.92,83.48,2.48,95.17,27092,8520,3.56,5094,519,184,68.57,99.9751
2022,Q3,IoT,Al Khor,187893,309.47,103.42,547.33,110.49,88.18,2.38,94.42,34393,9679,5.72,5334,608,109,61.06,99.9227
2022,Q3,Devices,Doha,194942,300.46,103.5,543.39,109.88,79.06,2.47,96.57,29578,10454,4.68,5688,691,120,55.01,100.0015
2022,Q3,Devices,Al Rayyan,197006,307.68,111.04,489.55,123.38,81.87,2.55,93.11,33774,8754,6.13,5169,599,174,76.57,99.9308
2022,Q3,Devices,Al Wakrah,217690,294.79,116.06,497.04,123.98,81.02,1.63,97.65,33485,11432,4.58,4456,727,131,55.76,99.9725
2022,Q3,Devices,Umm Salal,201841,329.98,105.42,512.07,125.25,81.97,2.33,94.45,37241,5868,4.15,6525,695,309,61.08,99.9046
2022,Q3,Devices,Al Khor,196279,313.68,108.95,479.43,102.08,76.57,3.43,94.51,26383,10521,5.56,6840,576,207,60.77,99.9471
2022,Q4,Mobile Prepaid,Doha,209101,300.23,100.08,475.77,115.34,75.75,2.66,93.54,23222,10851,3.91,5642,591,178,57.12,99.9335
2022,Q4,Mobile Prepaid,Al Rayyan,202443,304.76,109.53,494.47,112.1,80.07,2.86,94.09,31814,7235,4.7,8034,703,148,75.25,99.9805
2022,Q4,Mobile Prepaid,Al Wakrah,196565,265.81,101.22,488.9,104.62,85.88,2.95,96.36,23695,9400,6.12,5408,518,188,48.6,99.9785
2022,Q4,Mobile Prepaid,Umm Salal,204523,282.8,106.85,528.5,108.78,69.22,2.12,96.41,31550,10127,4.72,4102,570,261,58.13,99.9455
2022,Q4,Mobile Prepaid,Al Khor,185475,302.25,108.3,452.94,131.15,78.73,2.98,96.63,28574,8167,5.3,5403,576,173,73.58,99.9502
2022,Q4,Mobile Postpaid,Doha,209180,295.79,113.8,490.46,123.69,74.47,2.66,92.8,33905,9993,5.9,2328,479,314,55.08,99.9371
2022,Q4,Mobile Postpaid,Al Rayyan,201163,254.17,107.68,543.57,127.53,84.15,3.28,95.07,28690,10417,4.02,4485,643,87,59.69,99.9262
2022,Q4,Mobile Postpaid,Al Wakrah,196176,310.87,100.32,454.03,102.53,72.54,2.71,98.16,35728,9522,2.54,7185,454,221,54.85,99.9536
2022,Q4,Mobile Postpaid,Umm Salal,187891,301.71,107.44,474.1,117.14,82.51,2.21,101.02,27875,9920,3.63,4711,557,275,55.89,99.9878
2022,Q4,Mobile Postpaid,Al Khor,181461,295.88,108.93,529.19,141.83,75.08,2.27,98.36,31878,8698,5.01,6086,520,211,64.14,99.9225
2022,Q4,Fixed Broadband,Doha,200574,280.29,108.68,480.95,111.52,84.73,2.23,94.8,21688,9011,3.63,5622,699,250,63.39,99.9373
2022,Q4,Fixed Broadband,Al Rayyan,207759,312.58,110.23,496.86,114.74,77.37,2.58,97.73,33701,9738,6.57,5197,617,167,66.42,99.9546
2022,Q4,Fixed Broadband,Al Wakrah,176422,274.86,105.69,462.09,113.61,88.64,2.58,96.02,36021,12215,3.62,4124,462,285,85.3,99.9637
2022,Q4,Fixed Broadband,Umm Salal,207186,309.57,113.38,545.96,114.18,78.23,3.24,96.69,28434,12427,4.58,5225,697,211,60.48,100.0156
2022,Q4,Fixed Broadband,Al Khor,213005,269.53,118.28,478.45,115.3,87.51,2.0,98.45,36227,8385,3.92,5368,664,252,48.11,99.9869
2022,Q4,Managed Services,Doha,211356,317.86,110.93,514.8,111.06,86.01,2.4,98.8,28844,6630,4.99,5477,592,66,59.11,99.9823
2022,Q4,Managed Services,Al Rayyan,191253,306.74,110.91,457.12,127.13,85.79,2.84,97.12,29174,7260,4.84,5729,549,148,47.94,99.9631
2022,Q4,Managed Services,Al Wakrah,204084,296.04,118.94,500.11,117.34,75.48,1.54,99.97,28016,11442,5.01,1897,572,260,46.95,99.9219
2022,Q4,Managed Services,Umm Salal,198992,313.01,110.46,520.87,114.15,78.35,2.74,96.46,38883,12305,3.28,5135,618,187,63.22,99.9427
2022,Q4,Managed Services,Al Khor,203166,299.98,112.58,486.09,97.85,83.83,1.88,94.62,29098,8577,4.66,5434,587,254,46.1,99.956
2022,Q4,IoT,Doha,200923,282.17,118.5,461.41,103.64,77.1,2.86,97.36,27541,12704,5.42,7235,317,300,66.76,99.9507
2022,Q4,IoT,Al Rayyan,205015,283.92,109.98,523.93,124.22,85.54,3.25,99.0,35494,9861,5.56,4972,616,214,54.86,99.9826
2022,Q4,IoT,Al Wakrah,216578,313.9,99.4,520.29,127.08,81.67,2.7,99.56,25270,11455,4.64,4371,711,202,67.65,99.9364
2022,Q4,IoT,Umm Salal,205097,317.53,110.44,501.86,113.75,84.03,1.83,96.4,24810,11651,7.29,5587,420,224,72.64,99.9527
2022,Q4,IoT,Al Khor,207223,277.67,102.88,528.78,118.58,81.92,1.66,99.3,32887,10163,5.6,4023,669,290,66.34,99.9494
2022,Q4,Devices,Doha,214609,295.39,107.88,483.78,126.11,75.86,1.93,97.52,20793,8186,6.19,5132,527,198,61.56,99.9285
2022,Q4,Devices,Al Rayyan,216526,331.33,119.9,461.54,115.58,81.16,1.6,96.37,36695,6372,5.75,3661,619,271,65.87,99.9577
2022,Q4,Devices,Al Wakrah,204703,313.7,110.01,490.86,119.87,72.4,1.79,95.29,25219,11587,4.88,3298,523,233,49.05,99.9014
2022,Q4,Devices,Umm Salal,210894,308.65,110.43,444.93,94.07,77.45,2.47,98.55,30590,7796,3.18,3930,679,214,58.02,99.979
2022,Q4,Devices,Al Khor,181786,295.07,104.28,508.17,141.35,87.45,2.75,95.27,30928,11613,6.11,4708,489,159,55.36,99.943
2023,Q1,Mobile Prepaid,Doha,301697,432.04,110.68,767.4,177.23,77.26,2.16,100.47,27726,9254,4.84,5361,774,201,50.91,99.96
2023,Q1,Mobile Prepaid,Al Rayyan,311226,466.87,111.47,693.99,171.22,78.06,2.69,96.93,28159,11318,5.73,3110,517,81,65.19,99.9194
2023,Q1,Mobile Prepaid,Al Wakrah,298714,459.7,111.91,715.38,186.64,85.85,2.44,97.4,31663,9465,6.22,5003,596,252,65.42,99.9507
2023,Q1,Mobile Prepaid,Umm Salal,312644,433.57,116.1,732.57,179.78,83.41,2.77,97.68,32145,12408,4.42,4842,545,188,49.83,99.9384
2023,Q1,Mobile Prepaid,Al Khor,285526,470.55,112.99,763.0,194.57,82.54,2.31,99.47,29131,8094,4.7,4872,690,228,63.51,99.9563
2023,Q1,Mobile Postpaid,Doha,281481,452.83,113.79,718.21,169.81,85.18,2.54,97.55,27353,9392,6.21,4607,684,285,56.31,99.9522
2023,Q1,Mobile Postpaid,Al Rayyan,301094,449.15,112.94,720.9,180.86,68.63,2.94,93.96,22456,10243,4.36,4740,508,168,55.78,99.9378
2023,Q1,Mobile Postpaid,Al Wakrah,299097,451.76,116.17,742.32,165.88,74.87,2.32,100.6,32796,12487,3.78,4929,749,197,53.36,99.9691
2023,Q1,Mobile Postpaid,Umm Salal,291460,458.81,123.26,808.56,170.72,86.77,2.18,97.15,23179,9554,5.59,5292,468,162,49.27,99.957
2023,Q1,Mobile Postpaid,Al Khor,307608,493.54,109.62,768.32,173.51,80.83,2.51,96.8,23739,6651,4.06,2623,727,143,47.74,99.991
2023,Q1,Fixed Broadband,Doha,289938,446.53,113.12,749.0,199.25,83.32,2.1,98.26,27675,12315,5.28,4791,604,190,43.53,99.9524
2023,Q1,Fixed Broadband,Al Rayyan,302941,487.38,119.7,766.98,179.85,79.16,2.81,98.81,33648,12738,4.74,4453,753,201,63.99,99.9248
2023,Q1,Fixed Broadband,Al Wakrah,316756,435.07,120.71,713.1,186.72,67.92,2.35,96.6,27353,8246,6.48,4436,724,199,53.28,99.9463
2023,Q1,Fixed Broadband,Umm Salal,302451,454.63,110.52,789.37,154.83,83.89,2.03,98.69,29166,8758,4.73,4313,599,209,46.38,99.9351
2023,Q1,Fixed Broadband,Al Khor,307406,416.71,113.45,765.5,178.75,82.04,3.35,95.82,31660,10989,7.48,6019,676,238,59.51,99.9613
2023,Q1,Managed Services,Doha,294191,467.18,122.07,814.42,181.77,71.07,2.92,97.42,33116,10972,5.9,4725,646,238,57.82,99.9914
2023,Q1,Managed Services,Al Rayyan,299214,430.15,115.35,719.93,186.47,75.91,1.77,97.93,35515,9353,4.55,5766,514,160,55.77,99.9241
2023,Q1,Managed Services,Al Wakrah,293534,429.93,117.84,735.03,183.23,78.34,2.13,95.3,21488,13081,4.61,3293,558,137,48.05,99.9552
2023,Q1,Managed Services,Umm Salal,288396,473.48,108.86,745.43,171.26,80.26,1.74,95.87,30082,7577,3.37,4767,617,258,70.36,99.9358
2023,Q1,Managed Services,Al Khor,316680,442.91,113.48,812.14,177.62,74.39,1.73,96.78,27917,10096,4.3,5905,577,150,44.8,99.9914
2023,Q1,IoT,Doha,294425,447.75,105.36,752.28,188.23,76.49,2.54,93.68,32403,8863,6.26,3196,449,253,77.64,99.9382
2023,Q1,IoT,Al Rayyan,321440,427.55,117.44,722.09,167.19,79.75,3.81,97.41,36288,11496,5.05,4672,862,224,78.07,99.9586
2023,Q1,IoT,Al Wakrah,296484,447.72,116.48,767.75,186.44,77.63,2.85,97.96,24102,11149,4.87,5615,507,156,70.4,99.9502
2023,Q1,IoT,Umm Salal,294023,449.74,105.89,693.26,163.18,87.59,2.35,93.12,34236,9533,5.59,6402,626,192,51.23,99.9735
2023,Q1,IoT,Al Khor,289357,450.23,124.62,775.0,181.5,78.99,2.74,97.14,30418,8334,4.87,6020,599,259,54.59,99.9744
2023,Q1,Devices,Doha,309325,399.24,116.48,742.87,161.77,79.18,3.23,100.76,32045,9860,5.48,5239,401,236,59.64,99.9495
2023,Q1,Devices,Al Rayyan,296514,473.65,115.87,735.5,182.32,68.15,2.72,96.35,27014,10099,6.47,4599,650,166,48.38,99.9522
2023,Q1,Devices,Al Wakrah,292420,440.0,116.99,768.09,192.38,80.33,1.77,95.98,31753,5561,4.04,4933,853,247,63.22,99.9287
2023,Q1,Devices,Umm Salal,307662,468.68,115.52,755.94,178.09,82.59,2.79,97.92,29538,12498,5.36,4279,645,252,62.98,99.9514
2023,Q1,Devices,Al Khor,288305,437.17,110.0,780.98,184.56,82.63,1.28,97.97,26695,11426,3.45,4065,753,138,76.53,99.9336
2023,Q2,Mobile Prepaid,Doha,284713,445.07,121.94,708.3,166.79,81.2,1.9,95.75,26116,9294,4.61,5233,543,262,72.7,99.9434
2023,Q2,Mobile Prepaid,Al Rayyan,302103,425.45,110.4,731.02,177.03,75.12,1.91,92.88,31184,12392,4.58,3766,638,232,36.37,99.9688
2023,Q2,Mobile Prepaid,Al Wakrah,302390,433.29,123.69,756.44,188.11,78.28,2.45,94.68,12942,7948,4.05,5839,706,208,48.33,99.9635
2023,Q2,Mobile Prepaid,Umm Salal,292174,470.0,112.69,762.22,184.05,82.65,2.46,99.37,30313,10768,6.86,5034,655,158,62.07,99.9397
2023,Q2,Mobile Prepaid,Al Khor,289858,460.9,123.68,707.74,171.96,91.89,2.82,97.4,33916,11893,6.04,4906,546,205,77.23,99.9526
2023,Q2,Mobile Postpaid,Doha,302975,476.63,116.61,759.77,186.04,80.84,2.12,99.7,36989,9936,6.17,5784,515,198,65.2,99.951
2023,Q2,Mobile Postpaid,Al Rayyan,282704,448.1,109.97,744.84,188.92,73.21,2.66,95.79,33858,12219,3.4,2860,574,253,56.85,99.9574
2023,Q2,Mobile Postpaid,Al Wakrah,303118,476.41,113.2,736.96,158.38,75.61,3.0,99.24,30754,7039,7.45,6017,754,179,44.06,99.9616
2023,Q2,Mobile Postpaid,Umm Salal,306332,477.81,120.24,777.3,187.58,87.85,2.78,94.43,31367,11716,3.86,5928,632,210,62.68,99.9165
2023,Q2,Mobile Postpaid,Al Khor,282865,424.9,115.96,744.8,199.09,86.65,2.33,98.53,31242,10292,6.17,5833,531,180,56.53,99.9445
2023,Q2,Fixed Broadband,Doha,276573,462.11,114.47,740.94,182.92,85.38,2.85,96.95,27769,10897,3.97,7310,566,217,47.96,99.9562
2023,Q2,Fixed Broadband,Al Rayyan,302502,430.33,112.21,725.77,188.17,84.05,2.05,97.78,24223,9009,6.65,5910,644,189,55.08,99.9727
2023,Q2,Fixed Broadband,Al Wakrah,299858,452.09,116.93,724.04,177.47,82.45,2.67,97.85,29277,7841,3.63,2135,615,156,53.05,99.9354
2023,Q2,Fixed Broadband,Umm Salal,291309,457.37,113.21,746.04,193.99,70.69,2.14,93.51,39779,10762,5.3,4542,609,168,54.21,99.9738
2023,Q2,Fixed Broadband,Al Khor,283691,470.37,124.12,776.53,183.62,77.48,2.17,97.35,22204,10226,4.68,5473,599,218,71.33,99.9818
2023,Q2,Managed Services,Doha,310321,448.08,124.44,702.06,183.37,78.6,2.99,95.69,28115,9365,4.93,4540,555,222,50.69,99.9492
2023,Q2,Managed Services,Al Rayyan,299919,490.98,116.78,766.85,199.2,89.83,2.97,96.1,25274,6660,4.27,3650,552,181,61.05,100.0003
2023,Q2,Managed Services,Al Wakrah,308731,458.7,115.83,778.67,186.98,83.21,2.43,91.83,30170,12250,4.87,1965,567,166,55.92,99.9472
2023,Q2,Managed Services,Umm Salal,298675,474.01,118.6,804.74,169.48,82.69,2.4,94.67,30379,10933,5.75,4184,750,248,72.66,99.9179
2023,Q2,Managed Services,Al Khor,284535,422.13,109.73,735.73,180.14,75.38,3.66,98.42,25986,7506,4.19,5248,650,172,65.77,99.9545
2023,Q2,IoT,Doha,283158,454.51,120.03,733.84,182.68,77.36,2.39,94.95,33877,10359,4.73,6566,414,180,59.18,99.9323
2023,Q2,IoT,Al Rayyan,310466,470.25,112.4,728.4,170.69,85.06,1.92,96.99,31056,12810,5.32,6118,592,171,47.33,99.9961
2023,Q2,IoT,Al Wakrah,300155,442.58,114.81,812.49,181.93,81.42,1.93,96.81,27431,10032,3.97,4126,717,219,56.48,99.9533
2023,Q2,IoT,Umm Salal,312130,462.28,119.67,752.45,183.16,83.56,2.68,97.58,33402,8505,4.94,5463,512,184,48.25,99.9545
2023,Q2,IoT,Al Khor,298456,469.03,111.49,725.16,185.21,82.49,1.37,96.56,21302,7348,5.51,3965,626,201,62.3,99.95
2023,Q2,Devices,Doha,318446,502.28,111.33,741.99,172.88,73.43,2.01,97.76,33079,12348,5.75,5388,710,255,63.59,99.9947
2023,Q2,Devices,Al Rayyan,297375,421.93,121.33,801.72,190.85,85.44,2.26,96.49,29880,7894,5.12,5382,537,232,55.34,99.9225
2023,Q2,Devices,Al Wakrah,321364,456.76,119.07,740.31,183.75,77.3,3.46,97.22,32914,12907,4.41,5882,447,191,64.5,99.9591
2023,Q2,Devices,Umm Salal,295980,466.52,117.03,721.62,184.93,79.3,1.85,95.52,26390,8089,5.31,4716,657,155,58.05,99.9248
2023,Q2,Devices,Al Khor,295632,392.57,118.22,762.49,176.84,81.68,1.68,97.15,35217,10585,5.04,4036,351,140,45.84,99.9261
2023,Q3,Mobile Prepaid,Doha,308965,474.32,112.05,691.93,196.17,81.76,2.02,97.39,35196,12230,4.66,5022,475,239,61.14,99.9332
2023,Q3,Mobile Prepaid,Al Rayyan,306750,450.07,109.12,745.94,164.99,73.98,2.52,97.21,24146,12652,5.58,5142,478,144,48.58,99.9202
2023,Q3,Mobile Prepaid,Al Wakrah,307573,444.94,114.94,766.25,179.35,83.53,2.22,97.18,27378,11833,4.62,5613,681,233,61.82,99.9568
2023,Q3,Mobile Prepaid,Umm Salal,283287,486.29,103.26,757.52,162.99,78.07,1.2,99.37,38694,9289,4.86,5379,732,204,78.37,99.9688
2023,Q3,Mobile Prepaid,Al Khor,310235,415.88,117.19,768.22,177.35,73.63,2.88,99.76,18028,9408,3.78,5538,609,161,55.53,99.9538
2023,Q3,Mobile Postpaid,Doha,296281,422.62,119.77,734.45,179.02,78.62,3.02,99.97,24478,10891,4.92,4165,898,287,53.71,99.9494
2023,Q3,Mobile Postpaid,Al Rayyan,310617,461.78,115.1,752.62,168.44,74.37,1.69,93.73,32380,8736,4.84,5875,555,236,64.92,99.9278
2023,Q3,Mobile Postpaid,Al Wakrah,300513,465.5,118.56,815.04,176.51,88.28,3.25,100.08,23883,10988,5.36,6197,505,214,65.15,99.9713
2023,Q3,Mobile Postpaid,Umm Salal,317719,457.95,117.1,711.04,174.55,80.48,2.29,95.59,29815,10566,6.14,4860,683,188,74.11,99.9709
2023,Q3,Mobile Postpaid,Al Khor,273206,463.26,110.36,737.44,183.59,75.37,1.76,98.45,36526,10208,3.34,5305,437,174,78.86,99.9421
2023,Q3,Fixed Broadband,Doha,308690,451.85,113.03,744.12,168.59,81.62,2.49,96.72,24847,8326,7.32,5558,545,199,69.13,99.9565
2023,Q3,Fixed Broadband,Al Rayyan,305942,444.97,112.88,772.41,186.44,78.79,2.47,97.18,33936,11309,4.61,5162,740,227,75.3,99.9574
2023,Q3,Fixed Broadband,Al Wakrah,303579,476.23,113.07,758.21,183.66,86.06,2.35,94.83,33734,12353,6.46,4309,358,135,64.07,99.9534
2023,Q3,Fixed Broadband,Umm Salal,301302,486.88,125.63,730.67,175.16,78.43,2.74,94.21,28228,10224,3.36,4431,603,128,45.5,99.9498
2023,Q3,Fixed Broadband,Al Khor,311912,462.48,108.71,737.28,200.69,78.02,2.53,95.87,25657,9750,3.21,4757,644,189,45.4,99.9491
2023,Q3,Managed Services,Doha,299417,465.65,120.83,731.93,176.89,81.42,2.26,95.74,30976,7134,6.9,5051,709,191,67.74,99.9453
2023,Q3,Managed Services,Al Rayyan,288422,471.53,119.85,694.57,183.12,78.47,2.46,97.5,30832,7177,4.12,5658,579,248,61.71,99.9227
2023,Q3,Managed Services,Al Wakrah,278571,439.64,114.55,780.43,179.09,86.05,2.11,98.63,31824,12872,4.77,4533,605,216,56.8,99.9374
2023,Q3,Managed Services,Umm Salal,305642,453.88,109.87,713.62,188.62,78.38,2.05,93.17,30988,11114,7.26,5778,486,227,85.69,99.9706
2023,Q3,Managed Services,Al Khor,315080,438.46,111.71,766.04,174.66,82.58,1.89,99.71,35558,10182,4.33,6059,485,228,57.32,99.9309
2023,Q3,IoT,Doha,301063,442.23,114.91,769.53,193.44,76.64,2.23,97.05,30997,10338,3.3,3155,588,243,66.17,99.9898
2023,Q3,IoT,Al Rayyan,294766,451.65,127.85,718.78,156.92,79.41,2.37,94.88,35544,9838,4.75,6105,805,166,53.46,99.9576
2023,Q3,IoT,Al Wakrah,312320,443.91,109.32,786.48,190.28,71.33,2.9,95.62,24956,11177,6.08,4609,652,211,59.27,99.9424
2023,Q3,IoT,Umm Salal,312040,429.71,118.9,661.93,162.66,68.66,2.39,98.43,30736,9182,5.43,5653,664,169,62.1,99.9883
2023,Q3,IoT,Al Khor,292905,432.02,115.8,723.3,187.6,77.47,2.8,97.4,28746,10479,4.69,4098,589,278,64.01,99.954
2023,Q3,Devices,Doha,292320,461.53,120.42,800.55,189.01,81.68,2.28,98.18,28387,5691,5.39,3825,771,274,63.92,99.9685
2023,Q3,Devices,Al Rayyan,290816,450.06,111.11,787.66,174.2,76.89,2.66,97.22,31033,10689,5.53,6482,617,123,64.77,99.943
2023,Q3,Devices,Al Wakrah,291811,421.25,114.77,743.31,172.58,76.69,2.81,97.95,28528,12150,6.29,5127,510,171,56.03,99.9502
2023,Q3,Devices,Umm Salal,306268,447.66,106.35,774.66,194.7,88.38,2.35,100.05,25750,9330,5.77,5208,740,202,62.1,99.9499
2023,Q3,Devices,Al Khor,290502,452.25,114.83,741.93,184.26,72.79,3.17,97.24,26337,9891,5.86,4850,552,123,45.09,99.9699
2023,Q4,Mobile Prepaid,Doha,299403,481.15,118.93,754.24,189.88,76.86,2.68,93.74,33394,6874,5.68,5697,693,252,64.67,99.9619
2023,Q4,Mobile Prepaid,Al Rayyan,298040,441.84,115.67,724.65,191.66,81.8,2.3,98.01,30065,8318,5.41,4598,640,146,70.85,99.9504
2023,Q4,Mobile Prepaid,Al Wakrah,314299,433.27,118.1,724.01,178.72,74.39,2.44,95.57,29258,9333,3.87,3320,709,162,57.37,99.9737
2023,Q4,Mobile Prepaid,Umm Salal,301303,442.64,114.12,737.2,153.15,76.86,2.55,94.88,29825,9480,4.25,4042,382,261,80.96,99.9514
2023,Q4,Mobile Prepaid,Al Khor,301870,438.68,125.52,717.98,174.67,78.89,2.13,97.54,25830,13788,4.89,4483,756,199,60.19,99.9566
2023,Q4,Mobile Postpaid,Doha,282113,465.54,120.75,747.7,177.34,70.22,2.67,97.44,36489,8863,6.45,5149,639,250,57.72,99.923
2023,Q4,Mobile Postpaid,Al Rayyan,294502,452.01,107.05,755.65,184.0,74.85,2.83,94.27,24753,11220,4.89,4562,666,184,62.68,99.9651
2023,Q4,Mobile Postpaid,Al Wakrah,289636,443.62,117.04,747.09,179.91,75.85,2.2,96.39,33427,6823,4.8,5814,583,235,58.81,99.9628
2023,Q4,Mobile Postpaid,Umm Salal,281942,448.46,120.27,803.51,178.51,75.77,2.76,100.22,32415,8950,3.4,6201,634,228,65.04,99.9797
2023,Q4,Mobile Postpaid,Al Khor,309898,434.77,116.74,730.64,187.13,79.46,2.24,98.05,32440,11985,5.44,3629,643,250,54.24,99.9436
2023,Q4,Fixed Broadband,Doha,312813,427.08,106.42,766.73,174.29,85.35,2.12,93.54,24416,10662,4.71,4943,692,141,50.3,99.9417
2023,Q4,Fixed Broadband,Al Rayyan,305529,467.92,113.48,707.76,182.41,73.66,1.83,95.61,31824,10936,5.2,5824,577,164,60.17,99.9634
2023,Q4,Fixed Broadband,Al Wakrah,304466,459.58,111.0,762.03,159.09,71.4,3.39,97.06,26638,12266,4.79,5290,581,166,48.0,99.9687
2023,Q4,Fixed Broadband,Umm Salal,322930,432.52,126.61,774.98,193.7,78.08,2.79,96.4,31145,10692,6.05,6145,573,160,56.03,99.9784
2023,Q4,Fixed Broadband,Al Khor,293600,491.36,111.26,760.8,184.37,71.94,2.56,94.78,30180,10869,5.11,6092,596,230,72.73,99.9325
2023,Q4,Managed Services,Doha,313207,439.64,122.5,701.23,177.38,85.7,2.04,98.38,30510,11458,5.08,2906,549,194,50.32,99.9432
2023,Q4,Managed Services,Al Rayyan,296612,394.34,117.66,765.06,170.4,82.91,2.56,100.54,37703,9033,4.87,6407,615,167,63.92,99.951
2023,Q4,Managed Services,Al Wakrah,317470,426.29,112.98,744.28,200.06,87.5,2.05,99.31,36143,6138,5.72,5211,670,241,70.28,99.9283
2023,Q4,Managed Services,Umm Salal,297298,444.26,111.54,729.46,165.05,83.06,2.7,97.56,33190,7347,4.1,5096,708,166,43.45,99.9597
2023,Q4,Managed Services,Al Khor,303920,433.71,128.58,721.71,190.27,74.44,2.92,94.75,31727,11981,3.54,6387,559,142,52.09,99.9567
2023,Q4,IoT,Doha,293393,436.46,121.46,743.68,176.84,86.86,2.8,97.26,37330,11397,4.43,4599,529,175,54.61,99.9211
2023,Q4,IoT,Al Rayyan,287465,430.76,123.59,754.77,194.2,83.94,3.25,96.27,33800,8010,4.88,4306,791,242,52.41,99.9438
